platform_project_reference,datacenter_reference,platform_reference_id,platform_guid,platform_type,platform_depth,platform_name,latitude,longitude
PSS2,nep,VPS-R18,nepPSS2VPS-R18,Underwater mooring,Null,VPS-R18,51.6181,-124.1475
PSS2,nep,VPS-R19,nepPSS2VPS-R19,Underwater mooring,Null,VPS-R19,51.6179,-124.1499
PSS2,nep,VPS-R20,nepPSS2VPS-R20,Underwater mooring,Null,VPS-R20,51.6172,-124.1482
PSS2,nep,VPS-R21,nepPSS2VPS-R21,Underwater mooring,Null,VPS-R21,51.6167,-124.152
PSS2,nep,VPS-R22,nepPSS2VPS-R22,Underwater mooring,Null,VPS-R22,51.6162,-124.15
PSS2,nep,VPS-R24,nepPSS2VPS-R24,Underwater mooring,Null,VPS-R24,51.6147,-124.1513
PSS2,nep,VPS-R25,nepPSS2VPS-R25,Underwater mooring,Null,VPS-R25,51.6133,-124.1485
PSS2,nep,VPS-R26,nepPSS2VPS-R26,Underwater mooring,Null,VPS-R26,51.6135,-124.1521
PSS2,nep,VPS-R27,nepPSS2VPS-R27,Underwater mooring,Null,VPS-R27,51.615,-124.1469
PSS2,nep,VPS-R28,nepPSS2VPS-R28,Underwater mooring,Null,VPS-R28,51.6156,-124.1448
PSS2,nep,VPS-R29,nepPSS2VPS-R29,Underwater mooring,Null,VPS-R29,51.6169,-124.1461
PSS2,nep,VPS-R30,nepPSS2VPS-R30,Underwater mooring,Null,VPS-R30,51.6176,-124.144
PSS2,nep,VPS-R31,nepPSS2VPS-R31,Underwater mooring,Null,VPS-R31,51.6197,-124.1429
PSS2,nep,VPS-R32,nepPSS2VPS-R32,Underwater mooring,Null,VPS-R32,51.6202,-124.1424
PSS2,nep,VPS-R33,nepPSS2VPS-R33,Underwater mooring,Null,VPS-R33,51.6215,-124.1414
PSS2,nep,VPS-R34,nepPSS2VPS-R34,Underwater mooring,Null,VPS-R34,51.6257,-124.1419
PSS2,nep,VPS-R35,nepPSS2VPS-R35,Underwater mooring,Null,VPS-R35,51.6264,-124.1416
PSS2,nep,VPS-R36,nepPSS2VPS-R36,Underwater mooring,Null,VPS-R36,51.6264,-124.1425
PSS2,nep,VPS-R37,nepPSS2VPS-R37,Underwater mooring,Null,VPS-R37,51.6258,-124.1427
PSS2,nep,VPS-R38,nepPSS2VPS-R38,Underwater mooring,Null,VPS-R38,51.6188,-124.1438
PSS2,nep,VPS-R39,nepPSS2VPS-R39,Underwater mooring,Null,VPS-R39,51.6183,-124.143
PTATK,nep,PT_ATKN001,nepPTATKPT_ATKN001,Underwater mooring,Null,PT_ATKN001,49.33583,-123.2505
PTATK,nep,PT_ATKN002,nepPTATKPT_ATKN002,Underwater mooring,18,PT_ATKN002,49.32977,-123.26207
PTATK,nep,PT_ATKN003,nepPTATKPT_ATKN003,Underwater mooring,30,PT_ATKN003,49.32995,-123.2615
PTATK,nep,PT_ATKN004,nepPTATKPT_ATKN004,Underwater mooring,17,PT_ATKN004,49.36237,-123.29147
PTATK,nep,PT_ATKN005,nepPTATKPT_ATKN005,Underwater mooring,17,PT_ATKN005,49.32991,-123.26197
PTATK,nep,PT_ATKN006,nepPTATKPT_ATKN006,Underwater mooring,30,PT_ATKN006,49.33068,-123.26067
PWS,nep,H10_R,nepPWSH10_R,Underwater mooring,325,H10_R,60.3194,-146.8435
PWS,nep,H11_R,nepPWSH11_R,Underwater mooring,355,H11_R,60.3165,-146.8555
PWS,nep,H13_R,nepPWSH13_R,Underwater mooring,259,H13_R,60.3113,-146.8794
PWS,nep,H14_R,nepPWSH14_R,Underwater mooring,157,H14_R,60.3091,-146.89
PWS,nep,H15_R,nepPWSH15_R,Underwater mooring,64,H15_R,60.3074,-146.9015
PWS,nep,H2_R,nepPWSH2_R,Underwater mooring,265,H2_R,60.3403,-146.7402
PWS,nep,H4_R,nepPWSH4_R,Underwater mooring,268,H4_R,60.3356,-146.7644
PWS,nep,H5_R,nepPWSH5_R,Underwater mooring,270,H5_R,60.3332,-146.7768
PWS,nep,H6_R,nepPWSH6_R,Underwater mooring,273,H6_R,60.3307,-146.7886
PWS,nep,H7_R,nepPWSH7_R,Underwater mooring,278,H7_R,60.3272,-146.804
PWS,nep,H8_R,nepPWSH8_R,Underwater mooring,288,H8_R,60.3242,-146.8177
PWS,nep,H9_R,nepPWSH9_R,Underwater mooring,309,H9_R,60.3217,-146.8315
PWSHNB,nep,HINCHINBROOK ENTRANCE001,nepPWSHNBHINCHINBROOK ENTRANCE001,Underwater mooring,16,HINCHINBROOK ENTRANCE001,60.31088,-146.91892
PWSHNB,nep,HINCHINBROOK ENTRANCE002,nepPWSHNBHINCHINBROOK ENTRANCE002,Underwater mooring,30,HINCHINBROOK ENTRANCE002,60.31853,-146.91992
PWSHNB,nep,HINCHINBROOK ENTRANCE003,nepPWSHNBHINCHINBROOK ENTRANCE003,Underwater mooring,45,HINCHINBROOK ENTRANCE003,60.32756,-146.92513
PWSHNB,nep,HINCHINBROOK ENTRANCE004,nepPWSHNBHINCHINBROOK ENTRANCE004,Underwater mooring,21,HINCHINBROOK ENTRANCE004,60.33267,-146.9427
PWSHNB,nep,HINCHINBROOK ENTRANCE005,nepPWSHNBHINCHINBROOK ENTRANCE005,Underwater mooring,64,HINCHINBROOK ENTRANCE005,60.31304,-146.93271
PWSHNB,nep,HINCHINBROOK ENTRANCE006,nepPWSHNBHINCHINBROOK ENTRANCE006,Underwater mooring,81,HINCHINBROOK ENTRANCE006,60.32237,-146.93434
PWSHNB,nep,HINCHINBROOK ENTRANCE007,nepPWSHNBHINCHINBROOK ENTRANCE007,Underwater mooring,20,HINCHINBROOK ENTRANCE007,60.32829,-146.94856
PWS,nep,M2_R,nepPWSM2_R,Underwater mooring,134,M2_R,59.9294,-147.8193
PWS,nep,M3_R,nepPWSM3_R,Underwater mooring,152,M3_R,59.935,-147.8269
PWS,nep,M4_R,nepPWSM4_R,Underwater mooring,174,M4_R,59.9413,-147.8341
PWS,nep,M5_R,nepPWSM5_R,Underwater mooring,193,M5_R,59.9468,-147.8412
PWS,nep,M7_R,nepPWSM7_R,Underwater mooring,226,M7_R,59.9589,-147.8571
PWS,nep,M8_R,nepPWSM8_R,Underwater mooring,231,M8_R,59.9643,-147.8634
PWS,nep,PWS-BP07,nepPWSPWS-BP07,Underwater mooring,46,PWS-BP07,60.1149,-148.2353
PWS,nep,PWS-BPA,nepPWSPWS-BPA,Underwater mooring,51,PWS-BPA,60.1188,-148.2243
PWS,nep,PWS-EP03,nepPWSPWS-EP03,Underwater mooring,51,PWS-EP03,59.991,-148.0963
PWS,nep,PWS-EP04,nepPWSPWS-EP04,Underwater mooring,68,PWS-EP04,59.9951,-148.101
PWS,nep,PWS-EPA,nepPWSPWS-EPA,Underwater mooring,101,PWS-EPA,59.9844,-148.0992
PWS,nep,PWS-EPB,nepPWSPWS-EPB,Underwater mooring,75,PWS-EPB,59.9894,-148.1082
PWS,nep,PWS-H01,nepPWSPWS-H01,Underwater mooring,7,PWS-H01,60.3425,-146.7304
PWS,nep,PWS-H02,nepPWSPWS-H02,Underwater mooring,77,PWS-H02,60.34,-146.742
PWS,nep,PWS-H03,nepPWSPWS-H03,Underwater mooring,256,PWS-H03,60.3376,-146.7544
PWS,nep,PWS-H04,nepPWSPWS-H04,Underwater mooring,260,PWS-H04,60.3352,-146.7661
PWS,nep,PWS-H05,nepPWSPWS-H05,Underwater mooring,260,PWS-H05,60.3328,-146.7785
PWS,nep,PWS-H06,nepPWSPWS-H06,Underwater mooring,267,PWS-H06,60.3302,-146.7903
PWS,nep,PWS-H07,nepPWSPWS-H07,Underwater mooring,269,PWS-H07,60.3278,-146.8023
PWS,nep,PWS-H08,nepPWSPWS-H08,Underwater mooring,287,PWS-H08,60.3245,-146.8159
PWS,nep,PWS-H09,nepPWSPWS-H09,Underwater mooring,307,PWS-H09,60.322,-146.8297
PWS,nep,PWS-H10,nepPWSPWS-H10,Underwater mooring,315,PWS-H10,60.3198,-146.8418
PWS,nep,PWS-H11,nepPWSPWS-H11,Underwater mooring,346,PWS-H11,60.3168,-146.8538
PWS,nep,PWS-H12,nepPWSPWS-H12,Underwater mooring,351,PWS-H12,60.3148,-146.8653
PWS,nep,PWS-H13,nepPWSPWS-H13,Underwater mooring,256,PWS-H13,60.3123,-146.8776
PWS,nep,PWS-H14,nepPWSPWS-H14,Underwater mooring,152,PWS-H14,60.3098,-146.889
PWS,nep,PWS-H15,nepPWSPWS-H15,Underwater mooring,55,PWS-H15,60.3078,-146.8999
PWS,nep,PWS-H16,nepPWSPWS-H16,Underwater mooring,9,PWS-H16,60.309,-146.9092
PWS,nep,PWS-HA,nepPWSPWS-HA,Underwater mooring,180,PWS-HA,60.3379,-146.7208
PWS,nep,PWS-HB,nepPWSPWS-HB,Underwater mooring,253,PWS-HB,60.3349,-146.7329
PWS,nep,PWS-HC,nepPWSPWS-HC,Underwater mooring,137,PWS-HC,60.302,-146.8928
PWS,nep,PWS-HD,nepPWSPWS-HD,Underwater mooring,46,PWS-HD,60.2997,-146.9056
PWS,nep,PWS-LP01,nepPWSPWS-LP01,Underwater mooring,33,PWS-LP01,59.9808,-148.0319
PWS,nep,PWS-LP02,nepPWSPWS-LP02,Underwater mooring,33,PWS-LP02,59.9847,-148.0365
PWS,nep,PWS-LPA,nepPWSPWS-LPA,Underwater mooring,30,PWS-LPA,59.9748,-148.0381
PWS,nep,PWS-LPB,nepPWSPWS-LPB,Underwater mooring,52,PWS-LPB,59.9793,-148.0446
PWS,nep,PWS-M01,nepPWSPWS-M01,Underwater mooring,91,PWS-M01,59.9247,-147.8105
PWS,nep,PWS-M02,nepPWSPWS-M02,Underwater mooring,132,PWS-M02,59.9308,-147.8179
PWS,nep,PWS-M03,nepPWSPWS-M03,Underwater mooring,152,PWS-M03,59.9363,-147.8253
PWS,nep,PWS-M04,nepPWSPWS-M04,Underwater mooring,168,PWS-M04,59.9426,-147.8326
PWS,nep,PWS-M05,nepPWSPWS-M05,Underwater mooring,187,PWS-M05,59.9481,-147.8397
PWS,nep,PWS-M06,nepPWSPWS-M06,Underwater mooring,205,PWS-M06,59.9537,-147.8473
PWS,nep,PWS-M07,nepPWSPWS-M07,Underwater mooring,219,PWS-M07,59.9591,-147.8539
PWS,nep,PWS-M08,nepPWSPWS-M08,Underwater mooring,223,PWS-M08,59.9643,-147.8605
PWS,nep,PWS-M09,nepPWSPWS-M09,Underwater mooring,227,PWS-M09,59.9691,-147.8668
PWS,nep,PWS-M10,nepPWSPWS-M10,Underwater mooring,229,PWS-M10,59.9752,-147.8739
PWS,nep,PWS-M11,nepPWSPWS-M11,Underwater mooring,139,PWS-M11,59.9807,-147.8811
PWS,nep,PWS-MA,nepPWSPWS-MA,Underwater mooring,67,PWS-MA,59.9191,-147.8182
PWS,nep,PWS-MB,nepPWSPWS-MB,Underwater mooring,128,PWS-MB,59.9252,-147.8252
PWS,nep,PWS-MC,nepPWSPWS-MC,Underwater mooring,227,PWS-MC,59.9697,-147.8812
PWS,nep,PWS-MD,nepPWSPWS-MD,Underwater mooring,187,PWS-MD,59.9753,-147.8892
PWS,nep,PWS-POWP05,nepPWSPWS-POWP05,Underwater mooring,91,PWS-POWP05,60.0464,-148.1247
PWS,nep,PWS-POWP06,nepPWSPWS-POWP06,Underwater mooring,46,PWS-POWP06,60.0465,-148.1315
PWS,nep,PWS-PWA,nepPWSPWS-PWA,Underwater mooring,88,PWS-PWA,60.0399,-148.1283
PWS,nep,PWS-PWB,nepPWSPWS-PWB,Underwater mooring,81,PWS-PWB,60.0403,-148.1368
PWSSHK,nep,Port Gravina Upper001,nepPWSSHKPort Gravina Upper001,Underwater mooring,36.4,Port Gravina Upper001,60.70338,-146.15873
PWSSHK,nep,Port Gravina Upper002,nepPWSSHKPort Gravina Upper002,Underwater mooring,45.4,Port Gravina Upper002,60.72735,-146.14082
PWSSHK,nep,Port Gravina Upper003,nepPWSSHKPort Gravina Upper003,Underwater mooring,45.4,Port Gravina Upper003,60.718,-146.10708
PWSSHK,nep,Port Gravina Upper004,nepPWSSHKPort Gravina Upper004,Underwater mooring,32.7,Port Gravina Upper004,60.7345,-146.09345
PWSSHK,nep,Port Gravina Upper005,nepPWSSHKPort Gravina Upper005,Underwater mooring,50.9,Port Gravina Upper005,60.74775,-146.0764
PWSSHK,nep,Port Gravina Upper006,nepPWSSHKPort Gravina Upper006,Underwater mooring,23.6,Port Gravina Upper006,60.75922,-146.09137
PWSSHK,nep,Port Gravina Upper007,nepPWSSHKPort Gravina Upper007,Underwater mooring,30.9,Port Gravina Upper007,60.75683,-146.06282
PWSSHK,nep,Port Gravina Upper008,nepPWSSHKPort Gravina Upper008,Underwater mooring,22.7,Port Gravina Upper008,60.711,-146.139
QCS,nep,NEWQCS001,nepQCSNEWQCS001,Underwater mooring,40,NEWQCS001,50.904307,-127.338067
QCS,nep,NEWQCS002,nepQCSNEWQCS002,Underwater mooring,77,NEWQCS002,50.898747,-127.341885
QCS,nep,NEWQCS003,nepQCSNEWQCS003,Underwater mooring,100,NEWQCS003,50.893738,-127.349148
QCS,nep,NEWQCS004,nepQCSNEWQCS004,Underwater mooring,100,NEWQCS004,50.888873,-127.356797
QCS,nep,NEWQCS005,nepQCSNEWQCS005,Underwater mooring,100,NEWQCS005,50.88401,-127.36443
QCS,nep,NEWQCS006,nepQCSNEWQCS006,Underwater mooring,110,NEWQCS006,50.879122,-127.371755
QCS,nep,NEWQCS007,nepQCSNEWQCS007,Underwater mooring,150,NEWQCS007,50.874108,-127.379103
QCS,nep,NEWQCS008,nepQCSNEWQCS008,Underwater mooring,150,NEWQCS008,50.869198,-127.386668
QCS,nep,NEWQCS009,nepQCSNEWQCS009,Underwater mooring,150,NEWQCS009,50.864167,-127.394343
QCS,nep,NEWQCS010,nepQCSNEWQCS010,Underwater mooring,120,NEWQCS010,50.859267,-127.401657
QCS,nep,NEWQCS011,nepQCSNEWQCS011,Underwater mooring,140,NEWQCS011,50.854463,-127.408858
QCS,nep,NEWQCS012,nepQCSNEWQCS012,Underwater mooring,150,NEWQCS012,50.849627,-127.41646
QCS,nep,NEWQCS013,nepQCSNEWQCS013,Underwater mooring,160,NEWQCS013,50.844545,-127.424027
QCS,nep,NEWQCS014,nepQCSNEWQCS014,Underwater mooring,180,NEWQCS014,50.839995,-127.43169
QCS,nep,NEWQCS015,nepQCSNEWQCS015,Underwater mooring,180,NEWQCS015,50.834738,-127.438895
QCS,nep,NEWQCS016,nepQCSNEWQCS016,Underwater mooring,200,NEWQCS016,50.83013,-127.446487
QCS,nep,NEWQCS017,nepQCSNEWQCS017,Underwater mooring,205,NEWQCS017,50.825128,-127.453875
QCS,nep,NEWQCS018,nepQCSNEWQCS018,Underwater mooring,220,NEWQCS018,50.820038,-127.460988
QCS,nep,NEWQCS019,nepQCSNEWQCS019,Underwater mooring,55,NEWQCS019,50.815198,-127.46925
QCS,nep,NEWQCS020,nepQCSNEWQCS020,Underwater mooring,50,NEWQCS020,50.806408,-127.477458
QCS,nep,NEWQCS021,nepQCSNEWQCS021,Underwater mooring,160,NEWQCS021,50.800053,-127.482033
QCS,nep,NEWQCS022,nepQCSNEWQCS022,Underwater mooring,300,NEWQCS022,50.793722,-127.486792
QCS,nep,NEWQCS023,nepQCSNEWQCS023,Underwater mooring,350,NEWQCS023,50.787618,-127.4915
QCS,nep,NEWQCS024,nepQCSNEWQCS024,Underwater mooring,300,NEWQCS024,50.781182,-127.496357
QCS,nep,NEWQCS025,nepQCSNEWQCS025,Underwater mooring,70,NEWQCS025,50.77483,-127.501385
QCS,nep,QCS001,nepQCSQCS001,Underwater mooring,21,QCS001,50.90093,-127.33
QCS,nep,QCS002,nepQCSQCS002,Underwater mooring,56,QCS002,50.89293,-127.32893
QCS,nep,QCS003,nepQCSQCS003,Underwater mooring,119,QCS003,50.88858,-127.3373
QCS,nep,QCS004,nepQCSQCS004,Underwater mooring,105,QCS004,50.88277,-127.3454
QCS,nep,QCS005,nepQCSQCS005,Underwater mooring,176,QCS005,50.87682,-127.3542
QCS,nep,QCS006,nepQCSQCS006,Underwater mooring,173,QCS006,50.87082,-127.36187
QCS,nep,QCS007,nepQCSQCS007,Underwater mooring,170,QCS007,50.8659,-127.37137
QCS,nep,QCS008,nepQCSQCS008,Underwater mooring,202,QCS008,50.86097,-127.38083
QCS,nep,QCS009,nepQCSQCS009,Underwater mooring,176,QCS009,50.85542,-127.39043
QCS,nep,QCS010,nepQCSQCS010,Underwater mooring,162,QCS010,50.84997,-127.39932
QCS,nep,QCS011,nepQCSQCS011,Underwater mooring,164,QCS011,50.84392,-127.40828
QCS,nep,QCS012,nepQCSQCS012,Underwater mooring,179,QCS012,50.83817,-127.4169
QCS,nep,QCS013,nepQCSQCS013,Underwater mooring,202,QCS013,50.83288,-127.4264
QCS,nep,QCS014,nepQCSQCS014,Underwater mooring,224,QCS014,50.82788,-127.43603
QCS,nep,QCS015,nepQCSQCS015,Underwater mooring,234,QCS015,50.82287,-127.44562
QCS,nep,QCS016,nepQCSQCS016,Underwater mooring,254,QCS016,50.8177,-127.45487
QCS,nep,QCS017,nepQCSQCS017,Underwater mooring,112,QCS017,50.81182,-127.4636
QCS,nep,QCS018,nepQCSQCS018,Underwater mooring,80,QCS018,50.804,-127.47132
QCS,nep,QCS019,nepQCSQCS019,Underwater mooring,246,QCS019,50.79688,-127.47792
QCS,nep,QCS020,nepQCSQCS020,Underwater mooring,380,QCS020,50.78983,-127.48435
QCS,nep,QCS021,nepQCSQCS021,Underwater mooring,396,QCS021,50.7819,-127.4898
QCS,nep,QCS022,nepQCSQCS022,Underwater mooring,100,QCS022,50.77513,-127.49403
QCS,nep,QCS023,nepQCSQCS023,Underwater mooring,Null,QCS023,50.78142,-127.48843
QCS,nep,QCS023A,nepQCSQCS023A,Underwater mooring,300,QCS023A,50.7791,-127.4886
QCS,nep,QCS023B,nepQCSQCS023B,Underwater mooring,350,QCS023B,50.7829,-127.4851
QCS,nep,QCS024,nepQCSQCS024,Underwater mooring,104.2,QCS024,50.77522,-127.49205
QCS,nep,QCS22A,nepQCSQCS22A,Underwater mooring,358,QCS22A,50.7848,-127.484
QCS,nep,QCS22B,nepQCSQCS22B,Underwater mooring,358,QCS22B,50.7886,-127.481
QCS,nep,QCS-ST01,nepQCSQCS-ST01,Underwater mooring,358,QCS-ST01,50.88132,-127.35838
QCS,nep,QCS-ST02,nepQCSQCS-ST02,Underwater mooring,375,QCS-ST02,50.88262,-127.35556
REYES,nep,REYES-1,nepREYESREYES-1,Underwater mooring,10,REYES-1,38.02067,-123.00741
REYES,nep,REYES-10,nepREYESREYES-10,Underwater mooring,64,REYES-10,38.02066,-123.08936
REYES,nep,REYES-10.5,nepREYESREYES-10.5,Underwater mooring,68,REYES-10.5,38.01934,-123.09352
REYES,nep,REYES-11,nepREYESREYES-11,Underwater mooring,70,REYES-11,38.02058,-123.09855
REYES,nep,REYES-11.5,nepREYESREYES-11.5,Underwater mooring,75,REYES-11.5,38.02051,-123.10261
REYES,nep,REYES-12,nepREYESREYES-12,Underwater mooring,73,REYES-12,38.02069,-123.10754
REYES,nep,REYES-12.1,nepREYESREYES-12.1,Underwater mooring,72,REYES-12.1,38.02078,-123.10691
REYES,nep,REYES-13,nepREYESREYES-13,Underwater mooring,76,REYES-13,38.02055,-123.11681
REYES,nep,REYES-14,nepREYESREYES-14,Underwater mooring,80,REYES-14,38.02059,-123.12593
REYES,nep,REYES-15,nepREYESREYES-15,Underwater mooring,82,REYES-15,38.02065,-123.13503
REYES,nep,REYES-2,nepREYESREYES-2,Underwater mooring,31,REYES-2,38.02061,-123.01653
REYES,nep,REYES-2.1,nepREYESREYES-2.1,Underwater mooring,30,REYES-2.1,38.02061,-123.01653
REYES,nep,REYES-3,nepREYESREYES-3,Underwater mooring,40,REYES-3,38.02063,-123.02579
REYES,nep,REYES-4,nepREYESREYES-4,Underwater mooring,47,REYES-4,38.02078,-123.03465
REYES,nep,REYES-5,nepREYESREYES-5,Underwater mooring,52,REYES-5,38.02071,-123.04412
REYES,nep,REYES-6,nepREYESREYES-6,Underwater mooring,54,REYES-6,38.02068,-123.0529
REYES,nep,REYES-7,nepREYESREYES-7,Underwater mooring,56,REYES-7,38.02061,-123.06213
REYES,nep,REYES-8,nepREYESREYES-8,Underwater mooring,57,REYES-8,38.02064,-123.07121
REYES,nep,REYES-9,nepREYESREYES-9,Underwater mooring,59,REYES-9,38.0206,-123.08025
ROBID,nep,AIRPORT,nepROBIDAIRPORT,Underwater mooring,5,AIRPORT,49.1793,-123.14808
ROBID,nep,DOUGLAS ISLAND,nepROBIDDOUGLAS ISLAND,Underwater mooring,4,DOUGLAS ISLAND,49.22591,-122.76784
ROBID,nep,DS PT MANN,nepROBIDDS PT MANN,Underwater mooring,7.5,DS PT MANN,49.21711,-122.8425
ROBID,nep,HGY 7,nepROBIDHGY 7,Underwater mooring,7.5,HGY 7,49.24758,-122.73307
ROBID,nep,NRTH CANOE,nepROBIDNRTH CANOE,Underwater mooring,10,NRTH CANOE,49.08107,-123.12978
ROBID,nep,PIER,nepROBIDPIER,Underwater mooring,5,PIER,49.11293,-123.16031
ROBID,nep,PITT LAKE,nepROBIDPITT LAKE,Underwater mooring,9,PITT LAKE,49.35211,-122.61483
ROBID,nep,STH CANOE,nepROBIDSTH CANOE,Underwater mooring,5,STH CANOE,49.06852,-123.15565
ROBID,nep,UPPER PITT,nepROBIDUPPER PITT,Underwater mooring,4,UPPER PITT,49.31436,-122.6752
ROBID,nep,US PT MANN,nepROBIDUS PT MANN,Underwater mooring,3.5,US PT MANN,49.22351,-122.81629
ROBID,nep,WOODWARD,nepROBIDWOODWARD,Underwater mooring,5.5,WOODWARD,49.11017,-123.16837
SALMR,nep,SALMON-01A,nepSALMRSALMON-01A,Underwater mooring,1.3,SALMON-01A,50.08987,-125.67945
SALMR,nep,SALMON-01B,nepSALMRSALMON-01B,Underwater mooring,0,SALMON-01B,50.09172,-125.67386
SALMR,nep,SALMON-01C,nepSALMRSALMON-01C,Underwater mooring,0.5,SALMON-01C,50.0945,-125.66973
SALMR,nep,SALMON-01D,nepSALMRSALMON-01D,Underwater mooring,2,SALMON-01D,50.09475,-125.65476
SALMR,nep,SALMON-01E,nepSALMRSALMON-01E,Underwater mooring,0.3,SALMON-01E,50.0971,-125.66753
SALMR,nep,SALMON-01F,nepSALMRSALMON-01F,Underwater mooring,1.5,SALMON-01F,50.09218,-125.67402
SALMR,nep,SALMON-01G,nepSALMRSALMON-01G,Underwater mooring,2,SALMON-01G,50.09052,-125.6783
SALMR,nep,SALMON-01H,nepSALMRSALMON-01H,Underwater mooring,1,SALMON-01H,50.09602,-125.63845
SALMR,nep,SALMON-01J,nepSALMRSALMON-01J,Underwater mooring,1,SALMON-01J,50.05522,-125.74419
SALMR,nep,SALMON-01K,nepSALMRSALMON-01K,Underwater mooring,1.3,SALMON-01K,50.13072,-125.6685
SALMR,nep,SALMON-01L,nepSALMRSALMON-01L,Underwater mooring,0,SALMON-01L,50.09378,-125.6693
SALMR,nep,SALMON-01M,nepSALMRSALMON-01M,Underwater mooring,0.8,SALMON-01M,50.09503,-125.65701
SEYMR,nep,SEYMOUR001,nepSEYMRSEYMOUR001,Underwater mooring,Null,SEYMOUR001,49.30183,-123.02477
SKEENA,nep,SKEENA-RKm108.9_01,nepSKEENASKEENA-RKm108.9_01,Underwater mooring,3,SKEENA-RKm108.9_01,54.47767,-128.74283
SKEENA,nep,SKEENA-RKm117.9_01,nepSKEENASKEENA-RKm117.9_01,Underwater mooring,3,SKEENA-RKm117.9_01,54.49922,-128.60217
SKEENA,nep,SKEENA-RKm132.9_01,nepSKEENASKEENA-RKm132.9_01,Underwater mooring,3.6,SKEENA-RKm132.9_01,54.56613,-128.43874
SKEENA,nep,SKEENA-RKm144_01,nepSKEENASKEENA-RKm144_01,Underwater mooring,3.6,SKEENA-RKm144_01,54.66154,-128.3931
SKEENA,nep,SKEENA-RKm154_01,nepSKEENASKEENA-RKm154_01,Underwater mooring,3.6,SKEENA-RKm154_01,54.72178,-128.31149
SKEENA,nep,SKEENA-RKm162_01,nepSKEENASKEENA-RKm162_01,Underwater mooring,3,SKEENA-RKm162_01,54.78541,-128.27533
SKEENA,nep,SKEENA-RKm283.8_01,nepSKEENASKEENA-RKm283.8_01,Underwater mooring,3.7,SKEENA-RKm283.8_01,55.21915,-127.43847
SKEENA,nep,SKEENA-RKm284.8_01,nepSKEENASKEENA-RKm284.8_01,Underwater mooring,Null,SKEENA-RKm284.8_01,55.22025,-127.43857
SKEENA,nep,SKEENA-RKm291.9_01,nepSKEENASKEENA-RKm291.9_01,Underwater mooring,2.4,SKEENA-RKm291.9_01,55.1722,-127.38058
SKEENA,nep,SKEENA-RKm292.8_01,nepSKEENASKEENA-RKm292.8_01,Underwater mooring,3,SKEENA-RKm292.8_01,55.16977,-127.37907
SKEENA,nep,SKEENA-RKm298.1_01,nepSKEENASKEENA-RKm298.1_01,Underwater mooring,2.7,SKEENA-RKm298.1_01,55.12563,-127.36901
SKEENA,nep,SKEENA-RKm302.5_01,nepSKEENASKEENA-RKm302.5_01,Underwater mooring,Null,SKEENA-RKm302.5_01,55.09317,-127.32496
SKEENA,nep,SKEENA-RKm303.8_01,nepSKEENASKEENA-RKm303.8_01,Underwater mooring,2.1,SKEENA-RKm303.8_01,55.0927,-127.32439
SKEENA,nep,SKEENA-RKm307.3_01,nepSKEENASKEENA-RKm307.3_01,Underwater mooring,1.8,SKEENA-RKm307.3_01,55.06348,-127.31347
SKEENA,nep,SKEENA-RKm311.2_01,nepSKEENASKEENA-RKm311.2_01,Underwater mooring,2.1,SKEENA-RKm311.2_01,55.03471,-127.30402
SKEENA,nep,SKEENA-RKm311.8_01,nepSKEENASKEENA-RKm311.8_01,Underwater mooring,7,SKEENA-RKm311.8_01,55.02909,-127.30676
SKEENA,nep,SKEENA-RKm313.3_01,nepSKEENASKEENA-RKm313.3_01,Underwater mooring,2.4,SKEENA-RKm313.3_01,55.01836,-127.31673
SKEENA,nep,SKEENA-RKm314.7_01,nepSKEENASKEENA-RKm314.7_01,Underwater mooring,1.8,SKEENA-RKm314.7_01,55.00951,-127.32812
SKEENA,nep,SKEENA-RKm317.6_01,nepSKEENASKEENA-RKm317.6_01,Underwater mooring,1.8,SKEENA-RKm317.6_01,54.99218,-127.33611
SKEENA,nep,SKEENA-RKm325_01,nepSKEENASKEENA-RKm325_01,Underwater mooring,2.4,SKEENA-RKm325_01,54.94212,-127.31337
SKEENA,nep,SKEENA-RKm326.1_01,nepSKEENASKEENA-RKm326.1_01,Underwater mooring,1.8,SKEENA-RKm326.1_01,54.94255,-127.313
SKEENA,nep,SKEENA-RKm331.5_01,nepSKEENASKEENA-RKm331.5_01,Underwater mooring,2.4,SKEENA-RKm331.5_01,54.92228,-127.21872
SKEENA,nep,SKEENA-RKm334.5_01,nepSKEENASKEENA-RKm334.5_01,Underwater mooring,2.7,SKEENA-RKm334.5_01,54.92229,-127.21705
SKEENA,nep,SKEENA-RKm352.4_01,nepSKEENASKEENA-RKm352.4_01,Underwater mooring,2.4,SKEENA-RKm352.4_01,54.78308,-127.14644
SKEENA,nep,SKEENA-RKm352.7_01,nepSKEENASKEENA-RKm352.7_01,Underwater mooring,1.8,SKEENA-RKm352.7_01,54.79522,-127.16322
SKEENA,nep,SKEENA-RKm353.7_01,nepSKEENASKEENA-RKm353.7_01,Underwater mooring,6,SKEENA-RKm353.7_01,54.80118,-127.15254
SSOG,nep,SSOG001,nepSSOGSSOG001,Underwater mooring,43.9,SSOG001,49.0232,-123.22223
SSOG,nep,SSOG002,nepSSOGSSOG002,Underwater mooring,111.6,SSOG002,49.01042,-123.24365
